Time (s),Voltage (V),Disp. (cm),Stress (MPa),DC (%),deltaT
372.16221600,0.29841684,0.00287993,0.35470382,58.43894183,-0.04536571
372.36269600,0.29840784,0.00287993,0.35469282,59.03511983,-0.01481971
372.56317600,0.29843284,0.00287993,0.35472382,58.75982583,-0.04888071
372.76365600,0.29844384,0.00287993,0.35473682,58.76926683,-0.13800071
372.96413600,0.29842484,0.00287993,0.35471382,58.50932483,-0.14567271
373.16461600,0.29843384,0.00287993,0.35472482,59.25404283,-0.17859271
373.36509600,0.29843784,0.00287993,0.35472982,59.09400683,-0.14361871
373.56557600,0.29844884,0.00287993,0.35474282,59.16011683,-0.20766171
373.76605600,0.29845984,0.00287993,0.35475582,59.44095783,-0.23575671
373.96653600,0.29847284,0.00287993,0.35477182,59.12880983,-0.26000871
374.16701600,0.29848484,0.00287993,0.35478482,59.16885683,-0.20164571
374.36749600,0.29848084,0.00287993,0.35478082,58.29499783,-0.18691171
374.56797600,0.29848084,0.00287993,0.35477982,59.52213783,-0.19292971
374.76845600,0.29849084,0.00288093,0.35479282,58.44201183,-0.20906271
374.96893600,0.29847984,0.00287993,0.35477882,58.02931183,-0.20771171
375.16941600,0.29849684,0.00288093,0.35479982,58.48426583,-0.20458971
375.36989600,0.29851484,0.00288093,0.35482082,58.27909383,-0.23561571
375.57037600,0.29850884,0.00288093,0.35481382,59.27519783,-0.23261971
375.77085600,0.29850584,0.00288093,0.35481082,59.13070083,-0.23478471
375.97133600,0.29850584,0.00288093,0.35481082,58.27152183,-0.22279471
376.17181600,0.29851384,0.00288093,0.35481982,59.36206283,-0.20768271
376.37229600,0.29853184,0.00288093,0.35484182,58.89486883,-0.23298171
376.57277600,0.29852984,0.00288093,0.35483882,59.39944683,-0.25776171
376.77325600,0.29852784,0.00288093,0.35483682,58.76274183,-0.27247971
376.97373600,0.29855484,0.00288093,0.35486882,58.90995483,-0.25399071
377.17421600,0.29856284,0.00288093,0.35487782,58.16020683,-0.24407671
377.37469600,0.29856884,0.00288093,0.35488482,59.34331983,-0.20959671
377.57517600,0.29858484,0.00288093,0.35490382,58.48521283,-0.21186671
377.77565600,0.29859484,0.00288193,0.35491582,59.67986183,-0.16155571
377.97613600,0.29858684,0.00288093,0.35490582,58.67601383,-0.17224571
378.17661600,0.29860584,0.00288193,0.35492882,59.04921383,-0.17326371
378.37709600,0.29861784,0.00288193,0.35494282,59.15811083,-0.17549471
378.57757600,0.29859984,0.00288193,0.35492182,58.33152183,-0.21181071
378.77805600,0.29860184,0.00288193,0.35492482,58.02812483,-0.15985571
378.97853600,0.29860584,0.00288193,0.35492982,58.50234683,-0.17066771
379.17901600,0.29860684,0.00288193,0.35492982,59.53957683,-0.15195971
379.37949600,0.29861384,0.00288193,0.35493882,58.89131883,-0.13159671
379.57997600,0.29860384,0.00288193,0.35492582,59.08058583,-0.06645871
379.78045600,0.29859184,0.00288093,0.35491182,59.33009283,-0.08453671
379.98093600,0.29858284,0.00288093,0.35490182,59.46164683,-0.10560571
380.18141600,0.29859084,0.00288093,0.35491182,58.91987083,-0.05660271
380.38189600,0.29856484,0.00288093,0.35488082,59.44098583,-0.03033471
380.58237600,0.29857784,0.00288093,0.35489582,58.34649083,-0.06514671
380.78285600,0.29860684,0.00288193,0.35493082,58.98140383,-0.10703671
380.98333600,0.29861384,0.00288193,0.35493882,58.26449483,-0.01344871
381.18381600,0.29860384,0.00288193,0.35492682,58.80875683,-0.04583771
381.38429600,0.29860884,0.00288193,0.35493282,58.32536383,-0.09613371
381.58477600,0.29859984,0.00288193,0.35492182,59.59854983,-0.14790471
381.78525600,0.29859984,0.00288193,0.35492182,58.88813783,-0.14681771
381.98573600,0.29861984,0.00288193,0.35494582,59.43190683,-0.12906171
382.18621600,0.29861784,0.00288193,0.35494382,58.95781983,-0.14592171
382.38669600,0.29862584,0.00288193,0.35495282,58.83942583,-0.13068871
382.58717600,0.29863384,0.00288193,0.35496182,58.34313683,-0.15815871
382.78765600,0.29865084,0.00288193,0.35498282,59.06278183,-0.18090171
382.98813600,0.29867284,0.00288193,0.35500982,58.37517883,-0.18779771
383.18861600,0.29867284,0.00288193,0.35500882,58.88665683,-0.15250871
383.38909600,0.29869584,0.00288293,0.35503582,58.56710183,-0.14567771
383.58957600,0.29868484,0.00288193,0.35502282,58.16394383,-0.09033571
383.79005600,0.29870184,0.00288293,0.35504282,59.44801583,-0.07719971
383.99053600,0.29868384,0.00288193,0.35502182,59.04694383,-0.05770471
384.19101600,0.29869384,0.00288193,0.35503382,58.98842683,-0.09804571
384.39149600,0.29870884,0.00288293,0.35505082,59.13797783,-0.16284971
384.59197600,0.29872684,0.00288293,0.35507282,59.23276383,-0.15509771
384.79245600,0.29872984,0.00288293,0.35507682,59.01681183,-0.08611771
384.99293600,0.29873984,0.00288293,0.35508882,59.09243383,-0.10074171
385.19341600,0.29873484,0.00288293,0.35508282,58.81308983,-0.08571771
385.39389600,0.29874784,0.00288293,0.35509782,59.61565183,-0.05395971
385.59437600,0.29875784,0.00288293,0.35510982,58.50856683,-0.00844471
385.79485600,0.29875884,0.00288293,0.35511182,59.10085383,-0.06896971
385.99533600,0.29876584,0.00288293,0.35511882,58.06463783,-0.04894571
386.19581600,0.29878184,0.00288293,0.35513882,58.94800483,-0.05521171
386.39629600,0.29876884,0.00288293,0.35512282,59.18485983,-0.06782771
386.59677600,0.29877384,0.00288293,0.35512882,58.35600583,-0.03578471
386.79725600,0.29877584,0.00288293,0.35513182,59.03181183,0.00415929
386.99773600,0.29878284,0.00288293,0.35513982,58.88165783,-0.01949771
387.19821600,0.29879784,0.00288293,0.35515682,58.56164083,0.03608929
387.39869600,0.29880184,0.00288393,0.35516182,59.34240683,0.03195029
387.59917600,0.29882484,0.00288393,0.35518982,58.96321983,0.00096529
387.79965600,0.29879284,0.00288293,0.35515182,59.59824383,-0.01284071
388.00013600,0.29878084,0.00288293,0.35513682,58.60866683,-0.02150171
388.20061600,0.29879984,0.00288393,0.35515882,58.27229683,-0.03334571
388.40109600,0.29880484,0.00288393,0.35516582,58.97924483,-0.01143871
388.60157600,0.29881384,0.00288393,0.35517682,58.72519483,-0.02675771
388.80205600,0.29880684,0.00288393,0.35516782,58.93563883,-0.03086171
389.00253600,0.29883784,0.00288393,0.35520482,58.60170883,0.02083329
389.20301600,0.29883484,0.00288393,0.35520082,60.16109983,0.03142029
389.40249400,0.29885084,0.00288393,0.35522082,59.05540183,-0.03812571
389.60297400,0.29885884,0.00288393,0.35522982,59.01340983,-0.04217071
389.80345400,0.29886284,0.00288393,0.35523482,59.28441983,-0.06729371
390.00393400,0.29887084,0.00288393,0.35524382,59.80328883,-0.04896871
390.20441400,0.29890284,0.00288393,0.35528182,58.73992183,-0.00449171
390.40489400,0.29889884,0.00288393,0.35527682,59.83607883,-0.00669471
390.60537400,0.29890684,0.00288493,0.35528682,58.88828383,0.04319629
390.80585400,0.29890484,0.00288493,0.35528482,59.37437583,0.02000529
391.00633400,0.29892784,0.00288493,0.35531182,58.84057583,0.01415229
391.20681400,0.29891884,0.00288493,0.35530182,58.85728883,0.05392229
391.40729400,0.29892084,0.00288493,0.35530382,58.27124383,0.06501429
391.60777400,0.29892584,0.00288493,0.35530982,58.96116183,0.07816129
391.80825400,0.29893084,0.00288493,0.35531482,58.42232083,0.06444429
392.00873400,0.29891884,0.00288493,0.35530082,59.24489983,0.02669729
392.20921400,0.29891984,0.00288493,0.35530182,58.91722783,0.00708329
392.40969400,0.29893784,0.00288493,0.35532382,59.79867083,-0.01889071
392.61017400,0.29894984,0.00288493,0.35533782,59.08449183,0.01496729
392.81065400,0.29896284,0.00288493,0.35535382,59.39879583,0.06296729
393.01113400,0.29895784,0.00288493,0.35534782,58.12418983,0.03527129
393.21161400,0.29896384,0.00288493,0.35535482,58.57561283,-0.00439471
393.41209400,0.29897184,0.00288493,0.35536482,58.90456883,-0.06747371
393.61257400,0.29897484,0.00288493,0.35536782,59.12156683,-0.12166371
393.81305400,0.29897184,0.00288493,0.35536382,58.53935783,-0.11768571
394.01353400,0.29896984,0.00288493,0.35536182,59.10293783,-0.10075471
394.21401400,0.29900584,0.00288593,0.35540482,58.90500383,-0.10475171
394.41449400,0.29900984,0.00288593,0.35540882,58.73003183,-0.11735971
394.61497400,0.29901984,0.00288593,0.35542082,59.57185183,-0.15135371
394.81545400,0.29901584,0.00288593,0.35541682,58.43017183,-0.05252971
395.01593400,0.29901784,0.00288593,0.35541982,59.10320683,-0.10223571
395.21641400,0.29902284,0.00288593,0.35542482,58.54853083,-0.13261471
395.41689400,0.29904884,0.00288593,0.35545582,58.92858983,-0.08730071
395.61737400,0.29904284,0.00288593,0.35544882,58.57091083,-0.13444371
395.81785400,0.29903284,0.00288593,0.35543682,59.35169283,-0.16420971
396.01833400,0.29903184,0.00288593,0.35543482,59.22510483,-0.14651171
396.21881400,0.29907384,0.00288593,0.35548482,59.10374483,-0.15799671
396.41929400,0.29906984,0.00288593,0.35548082,59.21748483,-0.13802971
396.61977400,0.29908584,0.00288593,0.35549982,59.34646183,-0.16623271
396.82025400,0.29908284,0.00288593,0.35549582,58.87808983,-0.21921571
397.02073400,0.29909084,0.00288593,0.35550582,59.13901683,-0.24381971
397.22121400,0.29911384,0.00288693,0.35553282,59.67053983,-0.17704471
397.42169400,0.29910184,0.00288593,0.35551882,59.06053383,-0.18521771
397.62217400,0.29912084,0.00288693,0.35554182,58.09302883,-0.15496671
397.82265400,0.29909384,0.00288593,0.35550882,59.09054183,-0.07127071
398.02313400,0.29907484,0.00288593,0.35548682,59.20472283,-0.06043771
398.22361400,0.29906384,0.00288593,0.35547382,58.64735783,-0.14964071
398.42409400,0.29908984,0.00288593,0.35550482,58.53086683,-0.22909071
398.62457400,0.29907484,0.00288593,0.35548582,59.31989383,-0.19293571
398.82505400,0.29908184,0.00288593,0.35549482,58.94076083,-0.15852771
399.02553400,0.29907584,0.00288593,0.35548782,58.62865383,-0.21510471
399.22601400,0.29907484,0.00288593,0.35548682,58.74800483,-0.23139671
399.42649400,0.29910584,0.00288593,0.35552382,59.70702083,-0.26949171
399.62697400,0.29912084,0.00288693,0.35554082,58.51943683,-0.30405871
399.82745400,0.29912884,0.00288693,0.35555082,58.09907783,-0.36043571
400.02793400,0.29911684,0.00288693,0.35553682,58.86628683,-0.33720071
400.22841400,0.29912484,0.00288693,0.35554682,59.13325683,-0.28969671
400.42889400,0.29914184,0.00288693,0.35556682,58.46053883,-0.28069471
400.62937400,0.29915984,0.00288693,0.35558682,58.41711783,-0.28730271
400.82985400,0.29915584,0.00288693,0.35558282,59.25490983,-0.26492571
401.03033400,0.29914484,0.00288693,0.35556982,58.78612883,-0.23943871
401.23081400,0.29917184,0.00288693,0.35560182,59.65330583,-0.27036471
401.43129400,0.29914784,0.00288693,0.35557282,59.59027983,-0.21172371
401.63177400,0.29910184,0.00288593,0.35551882,58.33621083,-0.16454871
401.83225400,0.29910284,0.00288593,0.35551982,58.88090183,-0.15676871
402.03273400,0.29914384,0.00288693,0.35556882,59.17406583,-0.16454871
402.23321400,0.29915784,0.00288693,0.35558582,59.63967283,-0.13730571
402.43369400,0.29915684,0.00288693,0.35558382,59.29336383,-0.15694971
402.63417400,0.29913284,0.00288693,0.35555582,59.22783483,-0.22577071
402.83465400,0.29914084,0.00288693,0.35556482,58.87185783,-0.21550471
403.03513400,0.29912884,0.00288693,0.35555082,59.19119483,-0.20381571
403.23561400,0.29910484,0.00288593,0.35552182,58.03540483,-0.24068371
403.43609400,0.29911184,0.00288693,0.35553082,59.05810583,-0.24040671
403.63657400,0.29911984,0.00288693,0.35553982,59.22575583,-0.24306271
403.83705400,0.29911584,0.00288693,0.35553482,59.09111083,-0.26166271
404.03753400,0.29914784,0.00288693,0.35557282,59.18842383,-0.26250271
404.23801400,0.29915884,0.00288693,0.35558582,58.90239883,-0.32107671
404.43849400,0.29917284,0.00288693,0.35560382,58.90183683,-0.32854271
404.63897400,0.29919284,0.00288693,0.35562682,59.90160183,-0.26577571
404.83945400,0.29918084,0.00288693,0.35561282,58.86530283,-0.24459371
405.03993400,0.29919084,0.00288693,0.35562382,59.27705483,-0.28117871
405.24041400,0.29918784,0.00288693,0.35562082,58.84432283,-0.27413171
405.44089400,0.29917784,0.00288693,0.35560982,58.91471383,-0.22673971
405.64137400,0.29917084,0.00288693,0.35560082,58.93794983,-0.23668171
405.84185400,0.29919484,0.00288693,0.35562982,58.24411583,-0.24176671
406.04233400,0.29919484,0.00288693,0.35562882,58.76993983,-0.22099471
406.24281400,0.29920184,0.00288693,0.35563682,58.59954883,-0.27131771
406.44329400,0.29917484,0.00288693,0.35560582,58.74646883,-0.28839771
406.64377400,0.29917584,0.00288693,0.35560682,59.50398983,-0.26026471
406.84425400,0.29919384,0.00288693,0.35562882,59.26460383,-0.20766471
407.04373100,0.29919684,0.00288693,0.35563182,58.94252883,-0.16634171
407.24421100,0.29919884,0.00288693,0.35563382,58.82111083,-0.23646371
407.44469100,0.29917084,0.00288693,0.35560082,58.44513283,-0.19493371
407.64517200,0.29919584,0.00288693,0.35563082,58.29480983,-0.13256071
407.84565200,0.29917984,0.00288693,0.35561182,59.20538483,-0.10338071
408.04613200,0.29914184,0.00288693,0.35556682,58.64257283,-0.08964071
408.24661200,0.29915284,0.00288693,0.35557982,58.52406783,-0.07217871
408.44709200,0.29916284,0.00288693,0.35559082,58.53078783,-0.10063571
408.64757200,0.29917984,0.00288693,0.35561182,59.27114383,-0.10912271
408.84805200,0.29918584,0.00288693,0.35561882,58.74670383,-0.14100171
409.04853200,0.29917884,0.00288693,0.35560982,58.06513983,-0.16164571
409.24901200,0.29918984,0.00288693,0.35562382,59.39925783,-0.23219371
409.44949200,0.29918884,0.00288693,0.35562182,58.67693283,-0.18985671
409.64997100,0.29919884,0.00288693,0.35563382,58.66187183,-0.19983971
409.85045100,0.29921684,0.00288793,0.35565482,58.74999383,-0.17448871
410.05093100,0.29922384,0.00288793,0.35566382,58.80942583,-0.18535171
410.25141100,0.29926084,0.00288793,0.35570782,58.39268583,-0.16457071
410.45189100,0.29926484,0.00288793,0.35571282,59.11005583,-0.12995871
410.65237100,0.29925184,0.00288793,0.35569682,59.04954183,-0.14603371
410.85285100,0.29925284,0.00288793,0.35569882,59.06729283,-0.21424271
411.05333100,0.29927184,0.00288793,0.35572082,58.60500683,-0.26179671
411.25381100,0.29927684,0.00288793,0.35572682,59.41747983,-0.21488171
411.45429100,0.29925284,0.00288793,0.35569882,59.09913383,-0.23411871
411.65477100,0.29927084,0.00288793,0.35571882,59.76275783,-0.21432671
411.85525100,0.29927684,0.00288793,0.35572682,58.64756783,-0.19808171
412.05573100,0.29927784,0.00288793,0.35572782,58.58021083,-0.25479471
412.25621100,0.29929484,0.00288793,0.35574882,59.29007783,-0.25297271
412.45669100,0.29929184,0.00288793,0.35574382,58.72601483,-0.26291071
412.65717100,0.29930484,0.00288793,0.35576082,59.62750583,-0.26669171
412.85765100,0.29931584,0.00288793,0.35577282,59.36038483,-0.21684471
413.05813100,0.29933184,0.00288893,0.35579182,58.61249983,-0.26746871
413.25861100,0.29932484,0.00288893,0.35578382,58.53451183,-0.22717671
413.45909100,0.29935584,0.00288893,0.35582082,59.09239283,-0.20405071
413.65957200,0.29938284,0.00288893,0.35585282,59.68289983,-0.21717671
413.86005200,0.29938684,0.00288893,0.35585782,58.51419083,-0.19241971
414.06053200,0.29943684,0.00288993,0.35591682,58.90028583,-0.19204171
414.26101200,0.29944984,0.00288993,0.35593282,58.42805783,-0.21544171
414.46149200,0.29942484,0.00288993,0.35590282,58.35046183,-0.24245271
414.66197200,0.29942984,0.00288993,0.35590882,58.46010783,-0.16625971
414.86245200,0.29943184,0.00288993,0.35591082,59.77905083,-0.20316271
415.06293200,0.29941284,0.00288893,0.35588882,58.50362883,-0.19964271
415.26341200,0.29940284,0.00288893,0.35587682,58.84316183,-0.16410971
415.46389200,0.29942084,0.00288893,0.35589782,59.88129783,-0.13527471
415.66437100,0.29940784,0.00288893,0.35588182,60.15422983,-0.18309171
415.86485100,0.29941684,0.00288893,0.35589382,59.30378983,-0.21538671
416.06533100,0.29943184,0.00288993,0.35591082,59.00270083,-0.18390871
416.26581100,0.29943184,0.00288993,0.35591182,59.52882083,-0.16335371
416.46629100,0.29942484,0.00288993,0.35590282,58.94311583,-0.18542071
416.66677100,0.29944984,0.00288993,0.35593182,58.73214183,-0.12506571
416.86725100,0.29945884,0.00288993,0.35594282,58.63991183,-0.11743471
417.06773100,0.29945584,0.00288993,0.35593882,59.42755583,-0.13649371
417.26821100,0.29945484,0.00288993,0.35593882,59.35741683,-0.09708771
417.46869100,0.29945784,0.00288993,0.35594282,58.82621283,-0.08227671
417.66917100,0.29946384,0.00288993,0.35594982,59.50175183,-0.06042671
417.86965100,0.29947984,0.00288993,0.35596782,58.31203383,-0.07260671
418.07013100,0.29949284,0.00288993,0.35598282,59.04221883,-0.11674371
418.27061100,0.29949184,0.00288993,0.35598282,58.79566683,-0.10239671
418.47109100,0.29950984,0.00288993,0.35600382,58.40989383,-0.13832971
418.67157100,0.29952184,0.00288993,0.35601782,59.71725783,-0.08562571
418.87205100,0.29953584,0.00289093,0.35603482,58.18692083,-0.05038471
419.07253100,0.29955884,0.00289093,0.35606182,58.76862083,-0.08850971
419.27301100,0.29956084,0.00289093,0.35606482,58.50098483,-0.09362171
419.47349100,0.29958184,0.00289093,0.35608982,59.70081483,-0.04618671
419.67397100,0.29956884,0.00289093,0.35607382,58.96409783,-0.03587771
419.87445200,0.29955184,0.00289093,0.35605382,59.37860083,-0.03496371
420.07493200,0.29955484,0.00289093,0.35605782,58.27388483,-0.00945171
420.27541200,0.29957884,0.00289093,0.35608482,58.98317883,-0.07442271
420.47589200,0.29959084,0.00289093,0.35609982,59.07594783,-0.11478871
420.67637200,0.29958784,0.00289093,0.35609582,59.03804583,-0.10356471
420.87685200,0.29959384,0.00289093,0.35610282,58.97803383,-0.10481371
421.07733200,0.29960184,0.00289093,0.35611282,58.83303783,-0.16686971
421.27781200,0.29959584,0.00289093,0.35610582,59.54120283,-0.19016371
421.47829200,0.29961584,0.00289093,0.35612882,59.41203583,-0.17450171
421.67877100,0.29962884,0.00289193,0.35614482,59.95443183,-0.12426771
421.87925100,0.29963984,0.00289193,0.35615782,59.04820783,-0.16601171
422.07973100,0.29959584,0.00289093,0.35610582,58.99240683,-0.16767771
422.28021100,0.29960784,0.00289093,0.35611982,59.14145883,-0.08804271
422.48069100,0.29960184,0.00289093,0.35611382,58.62222583,-0.14836071
422.68117100,0.29961284,0.00289093,0.35612682,58.70010883,-0.11876971
422.88165100,0.29961284,0.00289093,0.35612582,58.36417083,-0.21520971
423.08213100,0.29962284,0.00289093,0.35613782,58.93910083,-0.26746371
423.28261100,0.29960884,0.00289093,0.35612182,58.42955483,-0.23263871
423.48309100,0.29960484,0.00289093,0.35611682,59.21944183,-0.22201171
423.68357100,0.29960984,0.00289093,0.35612282,59.45230883,-0.26880071
