Time (s),Voltage (V),Disp. (cm),Stress (MPa),DC (%),deltaT
296.58626800,0.29670584,0.00286293,0.35267082,58.29671683,-0.31895871
296.78674800,0.29672684,0.00286393,0.35269582,58.72206483,-0.32392471
296.98722800,0.29672484,0.00286293,0.35269382,58.91558383,-0.29745071
297.18770800,0.29673184,0.00286393,0.35270182,58.72210383,-0.24562571
297.38818800,0.29674484,0.00286393,0.35271682,59.50319983,-0.18414771
297.58866800,0.29680084,0.00286393,0.35278382,58.79263583,-0.22171971
297.78914800,0.29674684,0.00286393,0.35271982,58.53840483,-0.22536571
297.98962800,0.29674084,0.00286393,0.35271182,58.16179483,-0.19563471
298.19010800,0.29671084,0.00286293,0.35267682,58.63649383,-0.20096671
298.39058800,0.29675384,0.00286393,0.35272782,58.30455883,-0.20299171
298.59106800,0.29675884,0.00286393,0.35273482,58.60625083,-0.17248171
298.79154800,0.29677284,0.00286393,0.35275082,59.30491483,-0.16920271
298.99202800,0.29676584,0.00286393,0.35274182,58.74041383,-0.20185071
299.19250800,0.29680284,0.00286393,0.35278682,58.72171283,-0.26591671
299.39298800,0.29676884,0.00286393,0.35274582,59.25835183,-0.24700471
299.59346800,0.29680384,0.00286393,0.35278682,58.69459283,-0.16055871
299.79394800,0.29680584,0.00286393,0.35278982,57.84866083,-0.15228671
299.99442800,0.29679784,0.00286393,0.35277982,59.19284683,-0.18392871
300.19490800,0.29683284,0.00286493,0.35282182,58.64725283,-0.22493471
300.39538800,0.29685584,0.00286493,0.35284882,58.62903583,-0.19785371
300.59586800,0.29686684,0.00286493,0.35286182,58.21016883,-0.12129771
300.79634800,0.29684684,0.00286493,0.35283882,58.65714783,-0.09762071
300.99682800,0.29685284,0.00286493,0.35284482,58.95824083,-0.17355871
301.19730800,0.29686584,0.00286493,0.35286082,59.16140283,-0.24153871
301.39778800,0.29685784,0.00286493,0.35285082,58.09742583,-0.16036671
301.59826800,0.29688384,0.00286493,0.35288182,58.51330683,-0.11803171
301.79774600,0.29687884,0.00286493,0.35287582,58.51096783,-0.10612471
301.99822600,0.29687884,0.00286493,0.35287682,58.95607183,-0.08657871
302.19870600,0.29688484,0.00286493,0.35288382,57.80337983,-0.07790571
302.39918600,0.29687384,0.00286493,0.35287082,58.57925883,-0.06176771
302.59966600,0.29688284,0.00286493,0.35288082,58.83325883,-0.07365171
302.80014600,0.29690084,0.00286493,0.35290182,59.12575283,-0.02751371
303.00062600,0.29689884,0.00286493,0.35289982,58.54187083,-0.10555371
303.20110600,0.29689584,0.00286493,0.35289582,59.04219283,-0.14817971
303.40158600,0.29687484,0.00286493,0.35287182,59.11865883,-0.13949271
303.60206600,0.29687084,0.00286493,0.35286682,59.31059983,-0.12039371
303.80254600,0.29687584,0.00286493,0.35287282,57.96807683,-0.09056871
304.00302600,0.29691884,0.00286493,0.35292482,57.84161383,-0.12399971
304.20350600,0.29692284,0.00286493,0.35292782,58.34550483,-0.19008171
304.40398600,0.29695684,0.00286593,0.35296882,58.80319783,-0.16210071
304.60446600,0.29694784,0.00286593,0.35295782,58.30278183,-0.23623871
304.80494600,0.29694084,0.00286593,0.35294982,59.28667583,-0.24931471
305.00542600,0.29695384,0.00286593,0.35296582,58.58232083,-0.27695871
305.20590600,0.29696284,0.00286593,0.35297682,58.59458983,-0.24326971
305.40638600,0.29694484,0.00286593,0.35295482,59.27039783,-0.19062471
305.60686600,0.29696184,0.00286593,0.35297482,59.05396983,-0.21087971
305.80734600,0.29692584,0.00286493,0.35293282,58.44410683,-0.27873571
306.00782600,0.29693184,0.00286493,0.35293982,58.71391283,-0.28926671
306.20830600,0.29692184,0.00286493,0.35292782,58.79002883,-0.26016771
306.40878600,0.29690284,0.00286493,0.35290482,58.91762983,-0.24812071
306.60926600,0.29690284,0.00286493,0.35290582,58.38468983,-0.28267871
306.80974600,0.29691284,0.00286493,0.35291682,58.48304183,-0.25733071
307.01022600,0.29692084,0.00286493,0.35292682,58.81316783,-0.14076671
307.21070600,0.29692884,0.00286493,0.35293582,58.06213583,-0.11150671
307.41118600,0.29692684,0.00286493,0.35293282,59.45279583,-0.13259271
307.61166600,0.29693384,0.00286593,0.35294182,58.16909783,-0.12641071
307.81214600,0.29695184,0.00286593,0.35296282,58.51164183,-0.11289471
308.01262600,0.29695384,0.00286593,0.35296482,58.45332383,-0.10741371
308.21310600,0.29696884,0.00286593,0.35298282,59.60019283,-0.11861871
308.41358600,0.29697384,0.00286593,0.35298882,58.73827383,-0.11602371
308.61406600,0.29696884,0.00286593,0.35298282,58.59454083,-0.09452771
308.81454600,0.29698284,0.00286593,0.35300082,58.78431883,-0.08129171
309.01502600,0.29697884,0.00286593,0.35299482,58.62818383,-0.04682071
309.21550600,0.29698984,0.00286593,0.35300882,58.65288283,-0.05414771
309.41598600,0.29696884,0.00286593,0.35298282,58.51343683,-0.06876271
309.61646600,0.29697184,0.00286593,0.35298682,57.78879883,-0.03763371
309.81694600,0.29698284,0.00286593,0.35299982,58.65075983,-0.03434371
310.01742600,0.29696884,0.00286593,0.35298382,59.18568583,-0.08244571
310.21790600,0.29699684,0.00286593,0.35301682,58.62707383,-0.08921771
310.41838600,0.29700384,0.00286593,0.35302482,58.48486483,-0.10687871
310.61886600,0.29699184,0.00286593,0.35301082,59.02853083,-0.05930271
310.81934600,0.29698684,0.00286593,0.35300482,58.70479883,-0.02764671
311.01982600,0.29700984,0.00286593,0.35303182,58.32952383,-0.01971271
311.22030600,0.29699784,0.00286593,0.35301782,58.62645983,-0.06065071
311.42078600,0.29698684,0.00286593,0.35300482,58.89654183,-0.14705371
311.62126600,0.29699984,0.00286593,0.35302082,57.93141183,-0.08653771
311.82174600,0.29701984,0.00286593,0.35304382,58.70048783,-0.08827171
312.02222600,0.29701684,0.00286593,0.35304082,58.50623083,-0.12635071
312.22270600,0.29698584,0.00286593,0.35300382,58.56012283,-0.11257471
312.42318600,0.29700984,0.00286593,0.35303182,58.65889383,-0.14873971
312.62366600,0.29701784,0.00286593,0.35304082,59.01914883,-0.17073171
312.82414600,0.29701184,0.00286593,0.35303482,58.57042383,-0.16263971
313.02462600,0.29701284,0.00286593,0.35303582,58.77008883,-0.18155871
313.22510600,0.29701784,0.00286593,0.35304182,58.96168483,-0.13423971
313.42558600,0.29700584,0.00286593,0.35302782,59.01779183,-0.09676871
313.62606600,0.29701184,0.00286593,0.35303382,58.22547683,-0.12432671
313.82654600,0.29700984,0.00286593,0.35303282,58.14375283,-0.14148971
314.02702600,0.29701784,0.00286593,0.35304182,59.06566783,-0.12789171
314.22750600,0.29700884,0.00286593,0.35303082,58.67373983,-0.15162671
314.42798600,0.29700584,0.00286593,0.35302782,58.74755083,-0.13592871
314.62846600,0.29699784,0.00286593,0.35301782,58.69636183,-0.18525171
314.82894600,0.29700784,0.00286593,0.35302982,58.29370083,-0.14126771
315.02942600,0.29701384,0.00286593,0.35303682,58.48455983,-0.14845371
315.22990600,0.29703084,0.00286593,0.35305682,58.18866283,-0.18536571
315.43038600,0.29702984,0.00286593,0.35305582,58.75853983,-0.21966071
315.63086600,0.29704384,0.00286693,0.35307282,59.15132683,-0.18137671
315.83134600,0.29706084,0.00286693,0.35309282,59.65441683,-0.17454171
316.03182600,0.29705384,0.00286693,0.35308382,58.55333083,-0.19004671
316.23230600,0.29705984,0.00286693,0.35309082,58.52499483,-0.11337671
316.43278600,0.29705584,0.00286693,0.35308682,59.01761583,-0.15065071
316.63326600,0.29705684,0.00286693,0.35308882,59.04636383,-0.23499771
316.83374600,0.29708784,0.00286693,0.35312482,59.56249883,-0.25910071
317.03422600,0.29709484,0.00286693,0.35313382,59.03974283,-0.34216471
317.23470600,0.29709284,0.00286693,0.35313082,58.52270283,-0.33444771
317.43518600,0.29709984,0.00286693,0.35313982,58.50615383,-0.29438271
317.63566600,0.29708184,0.00286693,0.35311682,59.28988283,-0.26198471
317.83614600,0.29710184,0.00286693,0.35314182,58.69044883,-0.29248471
318.03662600,0.29709084,0.00286693,0.35312782,58.63010983,-0.27294071
318.23710600,0.29711384,0.00286693,0.35315582,58.46441283,-0.33006671
318.43758600,0.29711384,0.00286693,0.35315582,59.19119083,-0.31945271
318.63806600,0.29710284,0.00286693,0.35314282,58.18153283,-0.32070571
318.83854600,0.29711184,0.00286693,0.35315382,58.26543583,-0.31138071
319.03902600,0.29711584,0.00286693,0.35315882,58.48200783,-0.25577871
319.23950600,0.29711584,0.00286693,0.35315882,58.55719983,-0.25844771
319.43898300,0.29711584,0.00286693,0.35315882,58.40539183,-0.25638971
319.63946300,0.29711084,0.00286693,0.35315282,57.68435283,-0.23650571
319.83994300,0.29712584,0.00286693,0.35317082,59.14083983,-0.21150271
320.04042300,0.29714084,0.00286693,0.35318782,58.94661683,-0.18553271
320.24090300,0.29711984,0.00286693,0.35316282,58.35692283,-0.23798271
320.44138300,0.29711284,0.00286693,0.35315482,59.74813983,-0.23786571
320.64186300,0.29712884,0.00286693,0.35317382,59.08869083,-0.19421271
320.84234300,0.29713484,0.00286693,0.35318082,58.73780783,-0.22938571
321.04282300,0.29713884,0.00286693,0.35318582,59.14723883,-0.22247171
321.24330300,0.29713684,0.00286693,0.35318282,58.80400383,-0.24059071
321.44378300,0.29712684,0.00286693,0.35317082,58.79116183,-0.24886071
321.64426300,0.29713984,0.00286693,0.35318682,59.14501283,-0.24578071
321.84474300,0.29713284,0.00286693,0.35317782,59.25378883,-0.28867171
322.04522300,0.29711384,0.00286693,0.35315582,58.87841183,-0.30854471
322.24570300,0.29712584,0.00286693,0.35316982,58.90676983,-0.30155471
322.44618300,0.29712384,0.00286693,0.35316782,59.07996583,-0.31071071
322.64666300,0.29712884,0.00286693,0.35317382,58.75518483,-0.25882271
322.84714300,0.29713384,0.00286693,0.35317982,58.89146783,-0.27638871
323.04762400,0.29712984,0.00286693,0.35317382,58.45268183,-0.27944571
323.24810400,0.29714484,0.00286793,0.35319282,58.83131883,-0.31748071
323.44858400,0.29713684,0.00286693,0.35318282,58.78494883,-0.32035771
323.64906400,0.29713684,0.00286693,0.35318282,59.04756683,-0.36180571
323.84954400,0.29714684,0.00286793,0.35319482,58.38695483,-0.35607571
324.05002400,0.29714184,0.00286793,0.35318882,58.45688083,-0.38525871
324.25050400,0.29715084,0.00286793,0.35319982,58.87273483,-0.34930071
324.45098400,0.29714984,0.00286793,0.35319882,58.91719783,-0.28292771
324.65146400,0.29715484,0.00286793,0.35320482,59.81637683,-0.29476071
324.85194300,0.29715484,0.00286793,0.35320482,59.21791583,-0.27779471
325.05242300,0.29713784,0.00286693,0.35318382,59.49914983,-0.26896371
325.25290300,0.29713784,0.00286693,0.35318482,58.47295783,-0.29592671
325.45338300,0.29714584,0.00286793,0.35319382,59.01109583,-0.26408671
325.65386300,0.29715484,0.00286793,0.35320482,58.94076383,-0.23286171
325.85434300,0.29717384,0.00286793,0.35322782,58.35368583,-0.26428271
326.05482300,0.29720584,0.00286793,0.35326582,58.25588283,-0.28408271
326.25530300,0.29720584,0.00286793,0.35326482,58.05986683,-0.35909171
326.45578300,0.29720984,0.00286793,0.35326982,58.70492183,-0.37880271
326.65626300,0.29719584,0.00286793,0.35325282,58.78511483,-0.37054471
326.85674300,0.29720984,0.00286793,0.35326982,58.64102683,-0.32538671
327.05722300,0.29723884,0.00286793,0.35330482,59.06984583,-0.30745071
327.25770300,0.29725484,0.00286893,0.35332282,59.01693383,-0.35294371
327.45818300,0.29725584,0.00286893,0.35332482,58.63811683,-0.37055971
327.65866300,0.29725384,0.00286893,0.35332182,58.56111183,-0.32674371
327.85914300,0.29727384,0.00286893,0.35334582,58.20616183,-0.26692871
328.05962300,0.29729384,0.00286893,0.35336982,58.81996283,-0.22098871
328.26010300,0.29729884,0.00286893,0.35337582,58.29146283,-0.26136871
328.46058300,0.29729384,0.00286893,0.35336982,58.79839283,-0.25041371
328.66106300,0.29731684,0.00286893,0.35339682,59.23420483,-0.27976671
328.86154300,0.29733284,0.00286893,0.35341582,58.74293183,-0.24897671
329.06202400,0.29734584,0.00286893,0.35343082,58.91408483,-0.17796471
329.26250400,0.29738284,0.00286993,0.35347582,58.94783383,-0.17848071
329.46298400,0.29735584,0.00286993,0.35344282,59.47706983,-0.22422771
329.66346400,0.29737284,0.00286993,0.35346382,58.32280483,-0.27309871
329.86394400,0.29737584,0.00286993,0.35346682,58.40774283,-0.22971171
330.06442400,0.29739284,0.00286993,0.35348782,59.01086483,-0.20014571
330.26490400,0.29738984,0.00286993,0.35348382,59.43486583,-0.20686871
330.46538400,0.29739084,0.00286993,0.35348482,58.58163883,-0.24626071
330.66586400,0.29740384,0.00286993,0.35349982,58.85664383,-0.26349171
330.86634300,0.29742984,0.00286993,0.35353182,58.85075383,-0.17474471
331.06682300,0.29743084,0.00286993,0.35353182,58.92397083,-0.17866771
331.26730300,0.29740984,0.00286993,0.35350782,58.01802183,-0.15372571
331.46778300,0.29741884,0.00286993,0.35351782,58.94043583,-0.11376971
331.66826300,0.29743284,0.00286993,0.35353482,58.02834683,-0.19218971
331.86874300,0.29743884,0.00286993,0.35354182,58.45307283,-0.23047871
332.06922300,0.29744784,0.00286993,0.35355282,58.73894883,-0.23096671
332.26970300,0.29745084,0.00286993,0.35355582,58.86858683,-0.22732871
332.47018300,0.29745984,0.00287093,0.35356682,58.91361683,-0.22126671
332.67066300,0.29747084,0.00287093,0.35357982,58.78685983,-0.20592571
332.87114300,0.29745184,0.00286993,0.35355682,58.97651083,-0.14639471
333.07162300,0.29746784,0.00287093,0.35357682,58.49977383,-0.06787371
333.27210300,0.29748584,0.00287093,0.35359882,59.17629283,-0.07147771
333.47258300,0.29749084,0.00287093,0.35360382,58.47786583,-0.08608271
333.67306300,0.29750484,0.00287093,0.35362082,59.51976783,-0.11763971
333.87354300,0.29748084,0.00287093,0.35359182,58.89918783,-0.14668771
334.07402300,0.29751584,0.00287093,0.35363382,58.33290983,-0.11276771
334.27450300,0.29751484,0.00287093,0.35363282,58.40523783,-0.07335671
334.47498300,0.29750884,0.00287093,0.35362482,59.28904983,-0.11958971
334.67546300,0.29753984,0.00287093,0.35366182,59.20048183,-0.08980371
334.87594300,0.29753384,0.00287093,0.35365482,58.65003283,-0.08804571
335.07642400,0.29754584,0.00287093,0.35366882,59.17594183,-0.09421771
335.27690400,0.29754584,0.00287093,0.35366882,58.63694383,-0.07305771
335.47738400,0.29755084,0.00287093,0.35367582,58.24733983,-0.11019771
335.67786400,0.29757284,0.00287193,0.35370082,58.52784883,-0.09971371
335.87834400,0.29756784,0.00287193,0.35369582,58.98103983,-0.07777571
336.07882400,0.29757084,0.00287193,0.35369882,58.38126783,-0.07357271
336.27930400,0.29756484,0.00287193,0.35369182,59.12473283,-0.03166771
336.47978400,0.29757584,0.00287193,0.35370482,58.56535783,-0.05189971
336.68026400,0.29756984,0.00287193,0.35369782,58.66373283,-0.05844271
336.87974100,0.29759784,0.00287193,0.35373082,58.80797483,0.01520429
337.08022100,0.29758784,0.00287193,0.35371882,58.37358183,-0.01540171
337.28070100,0.29761184,0.00287193,0.35374782,58.66153983,-0.00542971
337.48118100,0.29762684,0.00287193,0.35376482,58.70687183,0.02750329
337.68166100,0.29761084,0.00287193,0.35374682,59.58002783,-0.04679771
337.88214100,0.29761284,0.00287193,0.35374882,58.25999983,-0.07544471
338.08262100,0.29761284,0.00287193,0.35374882,58.48134083,-0.08726871
338.28310100,0.29761884,0.00287193,0.35375582,59.30788383,-0.11191071
338.48358100,0.29762984,0.00287193,0.35376982,57.91912783,-0.12726371
338.68406100,0.29763184,0.00287193,0.35377082,58.61005383,-0.08016271
338.88454100,0.29763684,0.00287193,0.35377782,59.26434783,-0.14071771
339.08502100,0.29765784,0.00287193,0.35380282,58.20187683,-0.14130971
339.28550100,0.29766584,0.00287293,0.35381182,58.21789983,-0.06620171
339.48598100,0.29765584,0.00287193,0.35379982,59.20294383,-0.04367971
339.68646100,0.29767584,0.00287293,0.35382382,59.24839183,-0.03128171
339.88694100,0.29767084,0.00287293,0.35381782,59.38464583,-0.08685871
340.08742100,0.29769184,0.00287293,0.35384182,58.79617283,-0.06745771
340.28790100,0.29770484,0.00287293,0.35385782,60.08044283,-0.06631271
340.48838100,0.29772084,0.00287293,0.35387682,59.13684183,-0.10455171
340.68886100,0.29774184,0.00287293,0.35390182,58.19244783,-0.08841771
340.88934100,0.29773184,0.00287293,0.35388982,59.30053783,-0.07623271
341.08982100,0.29773484,0.00287293,0.35389382,58.70691983,0.00033729
341.29030100,0.29773684,0.00287293,0.35389582,59.30109783,-0.00644171
341.49078100,0.29774784,0.00287293,0.35390982,59.28304483,-0.03083371
341.69126100,0.29775284,0.00287293,0.35391482,58.53570683,-0.01909271
341.89174100,0.29774684,0.00287293,0.35390882,58.56432683,0.00598129
342.09222100,0.29774484,0.00287293,0.35390582,58.95282583,-0.02124271
342.29270100,0.29773384,0.00287293,0.35389282,59.30720883,-0.01589371
342.49318100,0.29774684,0.00287293,0.35390782,58.07412083,0.01583829
342.69366100,0.29773984,0.00287293,0.35389882,58.81124783,0.00200629
342.89414100,0.29775484,0.00287293,0.35391782,58.74551483,-0.07405371
343.09462100,0.29777684,0.00287393,0.35394382,59.08042883,-0.14130471
343.29510100,0.29777584,0.00287393,0.35394282,58.80527583,-0.13147471
343.49558100,0.29778284,0.00287393,0.35395082,58.18952783,-0.12275271
343.69606100,0.29778184,0.00287393,0.35394982,58.22894183,-0.13388171
343.89654100,0.29780684,0.00287393,0.35397982,58.79069183,-0.10723471
344.09702100,0.29780084,0.00287393,0.35397182,58.98345283,-0.13138571
344.29750100,0.29781784,0.00287393,0.35399282,58.89840083,-0.12314871
344.49798100,0.29780684,0.00287393,0.35397882,59.11613783,-0.15232771
344.69846100,0.29780084,0.00287393,0.35397182,58.79960983,-0.20243371
344.89894100,0.29781484,0.00287393,0.35398882,59.45066083,-0.27276371
345.09942100,0.29782484,0.00287393,0.35400082,58.60432983,-0.24623071
345.29990100,0.29783984,0.00287393,0.35401882,58.11273383,-0.25910871
345.50038100,0.29784684,0.00287393,0.35402682,59.15299483,-0.27469471
345.70086100,0.29783884,0.00287393,0.35401682,58.96514583,-0.23328171
345.90134100,0.29784184,0.00287393,0.35402182,58.41955483,-0.21173371
346.10182100,0.29785284,0.00287393,0.35403382,59.00656183,-0.18662171
346.30230100,0.29784684,0.00287393,0.35402682,59.00740783,-0.21632471
346.50278100,0.29785084,0.00287393,0.35403182,58.29588283,-0.21080371
346.70326100,0.29783384,0.00287393,0.35401182,59.04132883,-0.17265971
346.90374100,0.29785484,0.00287393,0.35403682,59.17846983,-0.19271371
347.10422100,0.29787684,0.00287493,0.35406282,58.71441283,-0.09928571
347.30470100,0.29787184,0.00287493,0.35405682,58.52305783,-0.13821871
347.50518100,0.29788484,0.00287493,0.35407282,58.84754883,-0.14428371
347.70566100,0.29788384,0.00287493,0.35407082,59.21426583,-0.08898771
347.90614100,0.29787584,0.00287493,0.35406182,58.63265883,-0.09855571
348.10662100,0.29788584,0.00287493,0.35407282,58.47127883,-0.14209371
348.30710100,0.29788684,0.00287493,0.35407482,59.04077083,-0.22079571
348.50758100,0.29787984,0.00287493,0.35406682,59.07256283,-0.22608071
348.70806100,0.29788584,0.00287493,0.35407382,59.13180283,-0.27797171
348.90854100,0.29788084,0.00287493,0.35406782,58.77671483,-0.25863971
349.10902100,0.29791384,0.00287493,0.35410582,59.28478283,-0.30999571
349.30950100,0.29790984,0.00287493,0.35410282,58.46793583,-0.33440371
349.50998100,0.29789884,0.00287493,0.35408882,58.43415883,-0.37763571
349.71046100,0.29790384,0.00287493,0.35409482,58.63043583,-0.35126971
349.91094100,0.29791784,0.00287493,0.35411082,58.83079883,-0.31748571
350.11142100,0.29792484,0.00287493,0.35411982,58.51079283,-0.28481171
350.31190100,0.29794084,0.00287493,0.35413882,58.32146683,-0.24578871
350.51238100,0.29794384,0.00287493,0.35414182,58.44103083,-0.20584771
350.71286100,0.29794084,0.00287493,0.35413882,58.97374183,-0.18815871
350.91334100,0.29794184,0.00287493,0.35413982,58.52381683,-0.17957871
351.11382100,0.29797084,0.00287593,0.35417482,58.98872183,-0.12011771
351.31430100,0.29793884,0.00287493,0.35413682,58.84868583,-0.21208771
351.51478100,0.29795684,0.00287493,0.35415782,58.25598983,-0.26796771
351.71526100,0.29795284,0.00287493,0.35415282,58.93528483,-0.29696671
351.91574100,0.29795184,0.00287493,0.35415182,58.43146483,-0.29127471
352.11622100,0.29794484,0.00287493,0.35414282,58.62371483,-0.24808571
352.31670100,0.29796584,0.00287493,0.35416882,59.02012183,-0.25052471
352.51718100,0.29794384,0.00287493,0.35414282,58.64832583,-0.23941971
352.71766100,0.29792884,0.00287493,0.35412382,58.79498583,-0.24619071
352.91814100,0.29795284,0.00287493,0.35415282,59.39267883,-0.25629871
353.11862100,0.29793584,0.00287493,0.35413182,59.45594283,-0.24551071
353.31910100,0.29795884,0.00287493,0.35415982,58.46148683,-0.27129071
353.51958100,0.29797284,0.00287593,0.35417682,58.05602083,-0.24984971
353.72006100,0.29795984,0.00287493,0.35416182,59.73274883,-0.23656671
353.92054100,0.29795884,0.00287493,0.35415982,58.88173683,-0.26037871
354.12102100,0.29794984,0.00287493,0.35414882,58.61863283,-0.25729171
354.32049800,0.29793784,0.00287493,0.35413582,59.96772383,-0.27337571
354.52097800,0.29793484,0.00287493,0.35413182,59.16259983,-0.22532071
354.72145800,0.29794284,0.00287493,0.35414082,59.07374983,-0.22914871
354.92193800,0.29795384,0.00287493,0.35415382,59.42795083,-0.18302671
355.12241800,0.29795484,0.00287493,0.35415582,58.60675583,-0.21243071
355.32289800,0.29794084,0.00287493,0.35413882,58.76963583,-0.19116371
355.52337800,0.29794984,0.00287493,0.35414882,58.65352983,-0.21151071
355.72385900,0.29795984,0.00287493,0.35416082,58.36349783,-0.16156771
355.92433900,0.29796384,0.00287493,0.35416682,58.70463083,-0.21496671
356.12481900,0.29796784,0.00287493,0.35417082,59.30980583,-0.25450571
356.32529900,0.29798784,0.00287593,0.35419382,58.57325183,-0.25104071
356.52577900,0.29799484,0.00287593,0.35420282,59.50185183,-0.31902571
356.72625900,0.29800084,0.00287593,0.35420982,59.11233583,-0.28953371
356.92673900,0.29801784,0.00287593,0.35423082,58.34001383,-0.31563971
357.12721900,0.29802584,0.00287593,0.35423982,58.90894883,-0.33638671
357.32769900,0.29804284,0.00287593,0.35426082,58.78380783,-0.34012071
357.52817900,0.29803284,0.00287593,0.35424782,58.83504883,-0.29894371
357.72865900,0.29802784,0.00287593,0.35424182,58.80265183,-0.22861171
357.92913900,0.29803084,0.00287593,0.35424582,59.21871283,-0.15955371
358.12961900,0.29804584,0.00287593,0.35426282,59.33434783,-0.11549171
358.33009900,0.29805684,0.00287593,0.35427682,58.87170383,-0.13105571
358.53057900,0.29804684,0.00287593,0.35426482,57.72868183,-0.20780471
358.73105900,0.29806184,0.00287593,0.35428182,58.73495783,-0.21803371
358.93153900,0.29808384,0.00287693,0.35430882,58.24038983,-0.25255471
359.13201900,0.29808684,0.00287693,0.35431282,58.88303583,-0.30037571
359.33249900,0.29809484,0.00287693,0.35432082,59.14874983,-0.25688171
359.53297900,0.29811184,0.00287693,0.35434182,58.56415383,-0.19784371
359.73345900,0.29810784,0.00287693,0.35433682,58.56785783,-0.20234571
359.93393900,0.29810184,0.00287693,0.35432982,59.04745283,-0.19763771
360.13441800,0.29811984,0.00287693,0.35435182,58.44498383,-0.18470071
360.33489800,0.29811884,0.00287693,0.35435082,58.60770083,-0.22893471
360.53537800,0.29813784,0.00287693,0.35437282,58.69965583,-0.23959471
360.73585800,0.29812784,0.00287693,0.35436182,58.41099283,-0.28002471
360.93633800,0.29814384,0.00287693,0.35437982,59.02607583,-0.31264371
361.13681800,0.29814884,0.00287693,0.35438682,58.75430083,-0.29246171
361.33729800,0.29813384,0.00287693,0.35436782,58.74628083,-0.27276571
361.53777800,0.29813784,0.00287693,0.35437282,58.91581883,-0.27507871
361.73825900,0.29814484,0.00287693,0.35438182,58.67981983,-0.29201971
361.93873900,0.29815084,0.00287693,0.35438882,58.51066283,-0.29171171
362.13921900,0.29817184,0.00287693,0.35441282,59.26962983,-0.30528071
362.33969900,0.29817384,0.00287693,0.35441582,59.73246183,-0.30672971
362.54017900,0.29816284,0.00287693,0.35440282,59.23804483,-0.29356071
362.74065900,0.29814884,0.00287693,0.35438582,58.11429083,-0.27830571
362.94113900,0.29815784,0.00287693,0.35439582,59.55160883,-0.26458271
363.14161900,0.29818284,0.00287793,0.35442682,59.70296783,-0.28417871
363.34209900,0.29817184,0.00287693,0.35441282,58.93687083,-0.25027571
363.54257900,0.29816484,0.00287693,0.35440482,58.94055383,-0.24967071
363.74305900,0.29818584,0.00287793,0.35442982,58.84143583,-0.17336971
363.94353900,0.29819184,0.00287793,0.35443682,58.46068483,-0.19532171
364.14401900,0.29820984,0.00287793,0.35445882,58.61462983,-0.25260471
364.34449900,0.29820584,0.00287793,0.35445382,58.74403683,-0.20315471
364.54497900,0.29821984,0.00287793,0.35446982,58.89537283,-0.25433171
364.74545900,0.29822984,0.00287793,0.35448182,58.81093583,-0.27693271
364.94593900,0.29823084,0.00287793,0.35448282,58.97454883,-0.26195771
365.14641900,0.29822984,0.00287793,0.35448182,58.11490483,-0.33228471
365.34689900,0.29822484,0.00287793,0.35447682,59.93178983,-0.31616771
365.54737900,0.29822484,0.00287793,0.35447682,58.61374183,-0.32689671
365.74785900,0.29822584,0.00287793,0.35447782,58.13533383,-0.33102271
365.94833900,0.29823184,0.00287793,0.35448482,58.69074383,-0.34237971
366.14881800,0.29823184,0.00287793,0.35448482,58.97695883,-0.32053371
366.34929800,0.29823984,0.00287793,0.35449382,58.75094183,-0.34135271
366.54977800,0.29826984,0.00287793,0.35452982,58.32458083,-0.26329771
366.75025800,0.29826484,0.00287793,0.35452382,58.16018083,-0.26170771
366.95073800,0.29824984,0.00287793,0.35450582,58.12424283,-0.30260871
367.15121800,0.29825984,0.00287793,0.35451782,59.55870983,-0.28878571
367.35169800,0.29825584,0.00287793,0.35451382,58.73987883,-0.26907671
367.55217800,0.29824884,0.00287793,0.35450482,58.47860983,-0.32163571
367.75265900,0.29827084,0.00287793,0.35453082,58.32199583,-0.30809771
367.95313900,0.29829084,0.00287893,0.35455482,58.36909483,-0.25703371
368.15361900,0.29831984,0.00287893,0.35458882,59.15084883,-0.19280071
368.35409900,0.29827584,0.00287793,0.35453682,58.65837783,-0.14894471
368.55457900,0.29826384,0.00287793,0.35452282,58.65361483,-0.22199471
368.75505900,0.29827784,0.00287793,0.35453882,59.47220083,-0.18444271
368.95553900,0.29830384,0.00287893,0.35456982,58.91594083,-0.16040471
369.15601900,0.29830584,0.00287893,0.35457182,58.68594083,-0.16810771
369.35649900,0.29830984,0.00287893,0.35457782,59.48359483,-0.13908971
369.55697900,0.29833284,0.00287893,0.35460482,59.37648383,-0.13743271
369.75745900,0.29833584,0.00287893,0.35460782,58.88830383,-0.08917271
369.95793900,0.29833984,0.00287893,0.35461282,58.86728383,-0.06345471
370.15841900,0.29834484,0.00287893,0.35461982,58.36050083,-0.03445471
370.35889900,0.29835884,0.00287893,0.35463582,58.57345883,-0.04199071
370.55937900,0.29836684,0.00287893,0.35464582,58.71384183,-0.04007871
370.75985900,0.29837384,0.00287893,0.35465282,58.46942183,-0.04397071
370.96033900,0.29836984,0.00287893,0.35464882,58.97633283,-0.04173571
371.16081900,0.29837284,0.00287893,0.35465182,58.79564483,-0.04954671
371.36129900,0.29838484,0.00287993,0.35466682,58.96638283,-0.07011771
371.56177900,0.29840284,0.00287993,0.35468782,58.77040083,0.01488929
371.76225900,0.29841184,0.00287993,0.35469882,59.12344683,0.01348629
371.96173600,0.29841784,0.00287993,0.35470582,59.28970483,-0.02378671
